Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens OX=9606	Myosin regulatory light chain 12B 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	8	0	8	     0	     0	     0	8M(15.9949)		sp|P19105|ML12A_HUMAN
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	Homo sapiens OX=9606	Hepatocyte growth factor-regulated tyrosine kinase substrate 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0	10C(57.0214), 2C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|O14965|AURKA_HUMAN	O14965	AURKA_HUMAN	AURKA	403	Homo sapiens OX=9606	Aurora kinase A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 12A 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	13	13	13	     0	     0	     0	7C(57.0214)		
sp|O14975|S27A2_HUMAN	O14975	S27A2_HUMAN	SLC27A2	620	Homo sapiens OX=9606	Long-chain fatty acid transport protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	11C(57.0214)		
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein D-like 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	13	11	13	     0	     0	     0	3C(57.0214), 4C(57.0214), 7C(57.0214)		
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens OX=9606	Exportin-1 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	23	23	23	     0	     0	     0	18C(57.0214), 6C(57.0214)		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	Homo sapiens OX=9606	Protein transport protein Sec16A 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	24	24	24	     0	     0	     0	12C(57.0214), 13C(57.0214), 14C(57.0214), 1C(57.0214), 3C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens OX=9606	Plexin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	14	14	14	     0	     0	     0	10C(57.0214), 11C(57.0214), 14C(57.0214), 3C(57.0214), 4C(57.0214), 7C(57.0214)		
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	Homo sapiens OX=9606	U2 snRNP-associated SURP motif-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	2C(57.0214), 4C(57.0214)		
sp|O15061|SYNEM_HUMAN	O15061	SYNEM_HUMAN	SYNM	1565	Homo sapiens OX=9606	Synemin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0			
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	Homo sapiens OX=9606	Phosphoribosylformylglycinamidine synthase 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	23	23	23	     0	     0	     0	15C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	583	Homo sapiens OX=9606	Mitochondrial ribonuclease P catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	Homo sapiens OX=9606	NPC intracellular cholesterol transporter 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 1B 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	14	14	14	     0	     0	     0	11C(57.0214), 12C(57.0214), 1C(57.0214), 4C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0	4C(57.0214), 5M(15.9949)		
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	Homo sapiens OX=9606	DNA-directed RNA polymerases I and III subunit RPAC1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	1C(57.0214), N-term(42.0106)		
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	Homo sapiens OX=9606	Membrane-associated progesterone receptor component 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens OX=9606	Prefoldin subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0			
sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	610	Homo sapiens OX=9606	WD repeat-containing protein 46 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	Homo sapiens OX=9606	NF-kappa-B-repressing factor 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	7C(57.0214), 8C(57.0214)		
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	Homo sapiens OX=9606	Laminin subunit alpha-5 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	18	18	18	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 14C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|O15231|ZN185_HUMAN	O15231	ZN185_HUMAN	ZNF185	689	Homo sapiens OX=9606	Zinc finger protein 185 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	     0	     0	     0	3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	Homo sapiens OX=9606	Protein CASC3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	138	Homo sapiens OX=9606	28S ribosomal protein S12, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	     0	     0	     0			
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0	9M(15.9949)		
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	Homo sapiens OX=9606	Serine palmitoyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0	3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	Homo sapiens OX=9606	Serine palmitoyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	Homo sapiens OX=9606	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	20	20	20	     0	     0	     0	11C(57.0214), 5C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens OX=9606	Phosphomannomutase 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	12	11	12	     0	     0	     0	2C(57.0214), 2M(15.9949), 8C(57.0214), N-term(42.0106)		
sp|O15344|TRI18_HUMAN	O15344	TRI18_HUMAN	MID1	667	Homo sapiens OX=9606	E3 ubiquitin-protein ligase Midline-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	14	13	14	     0	     0	     0	10C(57.0214), 13C(57.0214), 1C(57.0214), 20C(57.0214), 23C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	Homo sapiens OX=9606	High mobility group protein B3 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	     0	     0	     0	11C(57.0214)		
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	Protein phosphatase 1G 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	20	20	20	     0	     0	     0	1C(57.0214), 21C(57.0214), 32C(57.0214)		
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit D 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	16C(57.0214), 17C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit H 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	14C(57.0214), 3M(15.9949)		
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	Homo sapiens OX=9606	Branched-chain-amino-acid aminotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	12C(57.0214), 9C(57.0214)		
sp|O15400|STX7_HUMAN	O15400	STX7_HUMAN	STX7	261	Homo sapiens OX=9606	Syntaxin-7 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	4C(57.0214)		
sp|O15438|MRP3_HUMAN	O15438	MRP3_HUMAN	ABCC3	1527	Homo sapiens OX=9606	ATP-binding cassette sub-family C member 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|O15446|RPA34_HUMAN	O15446	RPA34_HUMAN	POLR1G	510	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA34 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	26C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|O15460|P4HA2_HUMAN	O15460	P4HA2_HUMAN	P4HA2	535	Homo sapiens OX=9606	Prolyl 4-hydroxylase subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	10C(57.0214), 4C(57.0214), 8C(57.0214)		
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	     0	     0	     0	12M(15.9949), 33C(57.0214), 4M(15.9949)		
sp|O15514|RPB4_HUMAN	O15514	RPB4_HUMAN	POLR2D	142	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O15523|DDX3Y_HUMAN	O15523	DDX3Y_HUMAN	DDX3Y	660	Homo sapiens OX=9606	ATP-dependent RNA helicase DDX3Y 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O15525|MAFG_HUMAN	O15525	MAFG_HUMAN	MAFG	162	Homo sapiens OX=9606	Transcription factor MafG 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	4	3	4	     0	     0	     0			
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	Homo sapiens OX=9606	Tapasin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11C(57.0214), 7C(57.0214)		
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens OX=9606	ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	18	17	18	21	20	21	     0	     0	     0	14C(57.0214), 2M(15.9949), 6M(15.9949), 8C(57.0214)		
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	Homo sapiens OX=9606	mRNA cap guanine-N7 methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	456	Homo sapiens OX=9606	Ribosomal RNA-processing protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	Homo sapiens OX=9606	Cytochrome b5 type B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp4 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0	11C(57.0214), 6C(57.0214)		
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	15	15	15	     0	     0	     0	10C(57.0214), 11C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	492	Homo sapiens OX=9606	Cytoplasmic dynein 1 light intermediate chain 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	13	12	13	     0	     0	     0	1C(57.0214)		
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	16	16	16	     0	     0	     0			
sp|O43251|RFOX2_HUMAN	O43251	RFOX2_HUMAN	RBFOX2	390	Homo sapiens OX=9606	RNA binding protein fox-1 homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	6	2	6	     0	     0	     0			
sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	Homo sapiens OX=9606	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	13	12	13	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	779	Homo sapiens OX=9606	Centromere/kinetochore protein zw10 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	Homo sapiens OX=9606	U4/U6.U5 tri-snRNP-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	     0	     0	     0	8C(57.0214), 9C(57.0214)		
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens OX=9606	Kunitz-type protease inhibitor 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	11C(57.0214), 18C(57.0214), 1C(57.0214), 27C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	Homo sapiens OX=9606	Eukaryotic translation elongation factor 1 epsilon-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O43379|WDR62_HUMAN	O43379	WDR62_HUMAN	WDR62	1518	Homo sapiens OX=9606	WD repeat-containing protein 62 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	18	18	18	     0	     0	     0	2C(57.0214), 2M(15.9949), 3M(15.9949), 8C(57.0214), N-term(42.0106)		
sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	2C(57.0214), 4C(57.0214)		
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens OX=9606	Thioredoxin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	17C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	12	12	12	     0	     0	     0	N-term(42.0106)		
sp|O43402|EMC8_HUMAN	O43402	EMC8_HUMAN	EMC8	210	Homo sapiens OX=9606	ER membrane protein complex subunit 8 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O43447|PPIH_HUMAN	O43447	PPIH_HUMAN	PPIH	177	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase H 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	19C(57.0214), 1C(57.0214), 25C(57.0214), 8C(57.0214)		
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens OX=9606	Aflatoxin B1 aldehyde reductase member 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	7	4	7	     0	     0	     0	9C(57.0214)		
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	15	14	15	16	15	16	     0	     0	     0	2C(57.0214), N-term(42.0106)		
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens OX=9606	Trans-Golgi network integral membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
sp|O43570|CAH12_HUMAN	O43570	CAH12_HUMAN	CA12	354	Homo sapiens OX=9606	Carbonic anhydrase 12 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	2M(15.9949), 8C(57.0214)		
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	12C(57.0214), N-term(42.0106)		
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens OX=9606	Exportin-T 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	2C(57.0214), 9C(57.0214)		
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens OX=9606	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11C(57.0214)		
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM44 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	Homo sapiens OX=9606	Trafficking protein particle complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	Homo sapiens OX=9606	Charged multivesicular body protein 2a 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	N-term(42.0106)		
sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	Homo sapiens OX=9606	Pleiotropic regulator 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	19C(57.0214), 1C(57.0214)		
sp|O43663|PRC1_HUMAN	O43663	PRC1_HUMAN	PRC1	620	Homo sapiens OX=9606	Protein regulator of cytokinesis 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	7C(57.0214)		
sp|O43665|RGS10_HUMAN	O43665	RGS10_HUMAN	RGS10	181	Homo sapiens OX=9606	Regulator of G-protein signaling 10 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens OX=9606	BUB3-interacting and GLEBS motif-containing protein ZNF207 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O43674|NDUB5_HUMAN	O43674	NDUB5_HUMAN	NDUFB5	189	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	2M(15.9949)		
sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens OX=9606	ATPase GET3 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	5	4	5	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0	3C(57.0214), N-term(42.0106)		
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	Alpha-actinin-4 	1:Experimental evidence at protein level	1.0000	0.9990	59	39	59	121	80	121	     0	     0	     0	10C(57.0214), 12M(15.9949), 14M(15.9949), 1C(57.0214), 1M(15.9949), 2C(57.0214), 3M(15.9949), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 7M(15.9949), 8M(15.9949)		
sp|O43709|BUD23_HUMAN	O43709	BUD23_HUMAN	BUD23	281	Homo sapiens OX=9606	Probable 18S rRNA (guanine-N(7))-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	Homo sapiens OX=9606	HIV Tat-specific factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	N-term(42.0106)		
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	9C(57.0214)		
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens OX=9606	Synaptogyrin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	4	3	4	     0	     0	     0	4C(57.0214), N-term(42.0106)		
sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	Homo sapiens OX=9606	Small glutamine-rich tetratricopeptide repeat-containing protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	11C(57.0214), 13C(57.0214)		
sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	Homo sapiens OX=9606	Alpha-endosulfine 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens OX=9606	Asparagine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	18	18	18	     0	     0	     0	13C(57.0214), 1M(15.9949), 3C(57.0214), 3M(15.9949), 4C(57.0214)		
